warehouse_id,customer_id,product_id,shipping_cost,distance_km,delivery_time_days
WH_AFRICA,CUST_11065,PROD_977,67.53,1580.72,2
WH_AFRICA,CUST_12284,PROD_1004,75.25,1681.19,2
WH_AFRICA,CUST_12284,PROD_1014,71.75,1681.19,2
WH_AFRICA,CUST_12284,PROD_1073,73.25,1681.19,2
WH_AFRICA,CUST_12284,PROD_116,71.7,1681.19,2
WH_AFRICA,CUST_12284,PROD_191,72.25,1681.19,2
WH_AFRICA,CUST_12284,PROD_365,71.85,1681.19,2
WH_AFRICA,CUST_12284,PROD_403,72.55,1681.19,2
WH_AFRICA,CUST_12284,PROD_502,71.75,1681.19,2
WH_AFRICA,CUST_12284,PROD_565,71.95,1681.19,2
WH_AFRICA,CUST_12284,PROD_627,71.65,1681.19,2
WH_AFRICA,CUST_12284,PROD_957,74.25,1681.19,2
WH_AFRICA,CUST_12284,PROD_977,71.55,1681.19,2
WH_AFRICA,CUST_12431,PROD_1004,322.28,7607.09,7
WH_AFRICA,CUST_12431,PROD_1014,318.78,7607.09,7
WH_AFRICA,CUST_12431,PROD_1073,320.28,7607.09,7
WH_AFRICA,CUST_12431,PROD_116,318.73,7607.09,7
WH_AFRICA,CUST_12431,PROD_191,319.28,7607.09,7
WH_AFRICA,CUST_12431,PROD_365,318.88,7607.09,7
WH_AFRICA,CUST_12431,PROD_403,319.58,7607.09,7
WH_AFRICA,CUST_12431,PROD_502,318.78,7607.09,7
WH_AFRICA,CUST_12431,PROD_565,318.98,7607.09,7
WH_AFRICA,CUST_12431,PROD_627,318.68,7607.09,7
WH_AFRICA,CUST_12431,PROD_957,321.28,7607.09,7
WH_AFRICA,CUST_12431,PROD_977,318.58,7607.09,7
WH_AFRICA,CUST_1492,PROD_1004,150.79,3519.65,3
WH_AFRICA,CUST_1492,PROD_1014,147.29,3519.65,3
WH_AFRICA,CUST_1492,PROD_1073,148.79,3519.65,3
WH_AFRICA,CUST_1492,PROD_116,147.24,3519.65,3
WH_AFRICA,CUST_1492,PROD_191,147.79,3519.65,3
WH_AFRICA,CUST_1492,PROD_365,147.39,3519.65,3
WH_AFRICA,CUST_1492,PROD_403,148.09,3519.65,3
WH_AFRICA,CUST_1492,PROD_502,147.29,3519.65,3
WH_AFRICA,CUST_1492,PROD_565,147.49,3519.65,3
WH_AFRICA,CUST_1492,PROD_627,147.19,3519.65,3
WH_AFRICA,CUST_1492,PROD_957,149.79,3519.65,3
WH_AFRICA,CUST_1492,PROD_977,147.09,3519.65,3
WH_AFRICA,CUST_1588,PROD_1004,83.92,1898.04,2
WH_AFRICA,CUST_1588,PROD_1014,80.42,1898.04,2
WH_AFRICA,CUST_1588,PROD_1073,81.92,1898.04,2
WH_AFRICA,CUST_1588,PROD_116,80.37,1898.04,2
WH_AFRICA,CUST_1588,PROD_191,80.92,1898.04,2
WH_AFRICA,CUST_1588,PROD_365,80.52,1898.04,2
WH_AFRICA,CUST_1588,PROD_403,81.22,1898.04,2
WH_AFRICA,CUST_1588,PROD_502,80.42,1898.04,2
WH_AFRICA,CUST_1588,PROD_565,80.62,1898.04,2
WH_AFRICA,CUST_1588,PROD_627,80.32,1898.04,2
WH_AFRICA,CUST_1588,PROD_957,82.92,1898.04,2
WH_AFRICA,CUST_1588,PROD_977,80.22,1898.04,2
WH_AFRICA,CUST_1657,PROD_1004,84.02,1900.58,2
WH_AFRICA,CUST_1657,PROD_1014,80.52,1900.58,2
WH_AFRICA,CUST_1657,PROD_1073,82.02,1900.58,2
WH_AFRICA,CUST_1657,PROD_116,80.47,1900.58,2
WH_AFRICA,CUST_1657,PROD_191,81.02,1900.58,2
WH_AFRICA,CUST_1657,PROD_365,80.62,1900.58,2
WH_AFRICA,CUST_1657,PROD_403,81.32,1900.58,2
WH_AFRICA,CUST_1657,PROD_502,80.52,1900.58,2
WH_AFRICA,CUST_1657,PROD_565,80.72,1900.58,2
WH_AFRICA,CUST_1657,PROD_627,80.42,1900.58,2
WH_AFRICA,CUST_1657,PROD_957,83.02,1900.58,2
WH_AFRICA,CUST_1657,PROD_977,80.32,1900.58,2
WH_AFRICA,CUST_172,PROD_1004,149.4,3484.99,3
WH_AFRICA,CUST_172,PROD_1014,145.9,3484.99,3
WH_AFRICA,CUST_172,PROD_1073,147.4,3484.99,3
WH_AFRICA,CUST_172,PROD_116,145.85,3484.99,3
WH_AFRICA,CUST_172,PROD_191,146.4,3484.99,3
WH_AFRICA,CUST_172,PROD_365,146.0,3484.99,3
WH_AFRICA,CUST_172,PROD_403,146.7,3484.99,3
WH_AFRICA,CUST_172,PROD_502,145.9,3484.99,3
WH_AFRICA,CUST_172,PROD_565,146.1,3484.99,3
WH_AFRICA,CUST_172,PROD_627,145.8,3484.99,3
WH_AFRICA,CUST_172,PROD_957,148.4,3484.99,3
WH_AFRICA,CUST_172,PROD_977,145.7,3484.99,3
WH_AFRICA,CUST_1920,PROD_1004,84.06,1901.61,2
WH_AFRICA,CUST_1920,PROD_1014,80.56,1901.61,2
WH_AFRICA,CUST_1920,PROD_1073,82.06,1901.61,2
WH_AFRICA,CUST_1920,PROD_116,80.51,1901.61,2
WH_AFRICA,CUST_1920,PROD_191,81.06,1901.61,2
WH_AFRICA,CUST_1920,PROD_365,80.66,1901.61,2
WH_AFRICA,CUST_1920,PROD_403,81.36,1901.61,2
WH_AFRICA,CUST_1920,PROD_502,80.56,1901.61,2
WH_AFRICA,CUST_1920,PROD_565,80.76,1901.61,2
WH_AFRICA,CUST_1920,PROD_627,80.46,1901.61,2
WH_AFRICA,CUST_1920,PROD_957,83.06,1901.61,2
WH_AFRICA,CUST_1920,PROD_977,80.36,1901.61,2
WH_AFRICA,CUST_2641,PROD_1004,70.22,1555.41,2
WH_AFRICA,CUST_2641,PROD_1014,66.72,1555.41,2
WH_AFRICA,CUST_2641,PROD_1073,68.22,1555.41,2
WH_AFRICA,CUST_2641,PROD_116,66.67,1555.41,2
WH_AFRICA,CUST_2641,PROD_191,67.22,1555.41,2
WH_AFRICA,CUST_2641,PROD_365,66.82,1555.41,2
WH_AFRICA,CUST_2641,PROD_403,67.52,1555.41,2
WH_AFRICA,CUST_2641,PROD_502,66.72,1555.41,2
WH_AFRICA,CUST_2641,PROD_565,66.92,1555.41,2
WH_AFRICA,CUST_2641,PROD_627,66.62,1555.41,2
WH_AFRICA,CUST_2641,PROD_957,69.22,1555.41,2
WH_AFRICA,CUST_2641,PROD_977,66.52,1555.41,2
WH_AFRICA,CUST_2723,PROD_1004,83.95,1898.86,2
WH_AFRICA,CUST_2723,PROD_1014,80.45,1898.86,2
WH_AFRICA,CUST_2723,PROD_1073,81.95,1898.86,2
WH_AFRICA,CUST_2723,PROD_116,80.4,1898.86,2
WH_AFRICA,CUST_2723,PROD_191,80.95,1898.86,2
WH_AFRICA,CUST_2723,PROD_365,80.55,1898.86,2
WH_AFRICA,CUST_2723,PROD_403,81.25,1898.86,2
WH_AFRICA,CUST_2723,PROD_502,80.45,1898.86,2
WH_AFRICA,CUST_2723,PROD_565,80.65,1898.86,2
WH_AFRICA,CUST_2723,PROD_627,80.35,1898.86,2
WH_AFRICA,CUST_2723,PROD_957,82.95,1898.86,2
WH_AFRICA,CUST_2723,PROD_977,80.25,1898.86,2
WH_AFRICA,CUST_341,PROD_1004,147.66,3441.53,3
WH_AFRICA,CUST_341,PROD_1014,144.16,3441.53,3
WH_AFRICA,CUST_341,PROD_1073,145.66,3441.53,3
WH_AFRICA,CUST_341,PROD_116,144.11,3441.53,3
WH_AFRICA,CUST_341,PROD_191,144.66,3441.53,3
WH_AFRICA,CUST_341,PROD_365,144.26,3441.53,3
WH_AFRICA,CUST_341,PROD_403,144.96,3441.53,3
WH_AFRICA,CUST_341,PROD_502,144.16,3441.53,3
WH_AFRICA,CUST_341,PROD_565,144.36,3441.53,3
WH_AFRICA,CUST_341,PROD_627,144.06,3441.53,3
WH_AFRICA,CUST_341,PROD_957,146.66,3441.53,3
WH_AFRICA,CUST_341,PROD_977,143.96,3441.53,3
WH_AFRICA,CUST_3710,PROD_1004,67.56,1489.01,2
WH_AFRICA,CUST_3710,PROD_1014,64.06,1489.01,2
WH_AFRICA,CUST_3710,PROD_1073,65.56,1489.01,2
WH_AFRICA,CUST_3710,PROD_116,64.01,1489.01,2
WH_AFRICA,CUST_3710,PROD_191,64.56,1489.01,2
WH_AFRICA,CUST_3710,PROD_365,64.16,1489.01,2
WH_AFRICA,CUST_3710,PROD_403,64.86,1489.01,2
WH_AFRICA,CUST_3710,PROD_502,64.06,1489.01,2
WH_AFRICA,CUST_3710,PROD_565,64.26,1489.01,2
WH_AFRICA,CUST_3710,PROD_627,63.96,1489.01,2
WH_AFRICA,CUST_3710,PROD_957,66.56,1489.01,2
WH_AFRICA,CUST_3710,PROD_977,63.86,1489.01,2
WH_AFRICA,CUST_3979,PROD_1004,83.9,1897.5,2
WH_AFRICA,CUST_3979,PROD_1014,80.4,1897.5,2
WH_AFRICA,CUST_3979,PROD_1073,81.9,1897.5,2
WH_AFRICA,CUST_3979,PROD_116,80.35,1897.5,2
WH_AFRICA,CUST_3979,PROD_191,80.9,1897.5,2
WH_AFRICA,CUST_3979,PROD_365,80.5,1897.5,2
WH_AFRICA,CUST_3979,PROD_403,81.2,1897.5,2
WH_AFRICA,CUST_3979,PROD_502,80.4,1897.5,2
WH_AFRICA,CUST_3979,PROD_565,80.6,1897.5,2
WH_AFRICA,CUST_3979,PROD_627,80.3,1897.5,2
WH_AFRICA,CUST_3979,PROD_957,82.9,1897.5,2
WH_AFRICA,CUST_3979,PROD_977,80.2,1897.5,2
WH_AFRICA,CUST_4249,PROD_1004,83.94,1898.43,2
WH_AFRICA,CUST_4249,PROD_1014,80.44,1898.43,2
WH_AFRICA,CUST_4249,PROD_1073,81.94,1898.43,2
WH_AFRICA,CUST_4249,PROD_116,80.39,1898.43,2
WH_AFRICA,CUST_4249,PROD_191,80.94,1898.43,2
WH_AFRICA,CUST_4249,PROD_365,80.54,1898.43,2
WH_AFRICA,CUST_4249,PROD_403,81.24,1898.43,2
WH_AFRICA,CUST_4249,PROD_502,80.44,1898.43,2
WH_AFRICA,CUST_4249,PROD_565,80.64,1898.43,2
WH_AFRICA,CUST_4249,PROD_627,80.34,1898.43,2
WH_AFRICA,CUST_4249,PROD_957,82.94,1898.43,2
WH_AFRICA,CUST_4249,PROD_977,80.24,1898.43,2
WH_AFRICA,CUST_4663,PROD_1004,29.42,585.61,1
WH_AFRICA,CUST_4663,PROD_1014,25.92,585.61,1
WH_AFRICA,CUST_4663,PROD_1073,27.42,585.61,1
WH_AFRICA,CUST_4663,PROD_116,25.87,585.61,1
WH_AFRICA,CUST_4663,PROD_191,26.42,585.61,1
WH_AFRICA,CUST_4663,PROD_365,26.02,585.61,1
WH_AFRICA,CUST_4663,PROD_403,26.72,585.61,1
WH_AFRICA,CUST_4663,PROD_502,25.92,585.61,1
WH_AFRICA,CUST_4663,PROD_565,26.12,585.61,1
WH_AFRICA,CUST_4663,PROD_627,25.82,585.61,1
WH_AFRICA,CUST_4663,PROD_957,28.42,585.61,1
WH_AFRICA,CUST_4663,PROD_977,25.72,585.61,1
WH_AFRICA,CUST_4812,PROD_1004,84.11,1902.68,2
WH_AFRICA,CUST_4812,PROD_1014,80.61,1902.68,2
WH_AFRICA,CUST_4812,PROD_1073,82.11,1902.68,2
WH_AFRICA,CUST_4812,PROD_116,80.56,1902.68,2
WH_AFRICA,CUST_4812,PROD_191,81.11,1902.68,2
WH_AFRICA,CUST_4812,PROD_365,80.71,1902.68,2
WH_AFRICA,CUST_4812,PROD_403,81.41,1902.68,2
WH_AFRICA,CUST_4812,PROD_502,80.61,1902.68,2
WH_AFRICA,CUST_4812,PROD_565,80.81,1902.68,2
WH_AFRICA,CUST_4812,PROD_627,80.51,1902.68,2
WH_AFRICA,CUST_4812,PROD_957,83.11,1902.68,2
WH_AFRICA,CUST_4812,PROD_977,80.41,1902.68,2
WH_AFRICA,CUST_5004,PROD_1004,18.12,303.07,1
WH_AFRICA,CUST_5004,PROD_1014,14.62,303.07,1
WH_AFRICA,CUST_5004,PROD_1073,16.12,303.07,1
WH_AFRICA,CUST_5004,PROD_116,14.57,303.07,1
WH_AFRICA,CUST_5004,PROD_191,15.12,303.07,1
WH_AFRICA,CUST_5004,PROD_365,14.72,303.07,1
WH_AFRICA,CUST_5004,PROD_403,15.42,303.07,1
WH_AFRICA,CUST_5004,PROD_502,14.62,303.07,1
WH_AFRICA,CUST_5004,PROD_565,14.82,303.07,1
WH_AFRICA,CUST_5004,PROD_627,14.52,303.07,1
WH_AFRICA,CUST_5004,PROD_957,17.12,303.07,1
WH_AFRICA,CUST_5004,PROD_977,14.42,303.07,1
WH_AFRICA,CUST_5015,PROD_1004,84.04,1901.11,2
WH_AFRICA,CUST_5015,PROD_1014,80.54,1901.11,2
WH_AFRICA,CUST_5015,PROD_1073,82.04,1901.11,2
WH_AFRICA,CUST_5015,PROD_116,80.49,1901.11,2
WH_AFRICA,CUST_5015,PROD_191,81.04,1901.11,2
WH_AFRICA,CUST_5015,PROD_365,80.64,1901.11,2
WH_AFRICA,CUST_5015,PROD_403,81.34,1901.11,2
WH_AFRICA,CUST_5015,PROD_502,80.54,1901.11,2
WH_AFRICA,CUST_5015,PROD_565,80.74,1901.11,2
WH_AFRICA,CUST_5015,PROD_627,80.44,1901.11,2
WH_AFRICA,CUST_5015,PROD_957,83.04,1901.11,2
WH_AFRICA,CUST_5015,PROD_977,80.34,1901.11,2
WH_AFRICA,CUST_5146,PROD_1004,149.95,3498.65,3
WH_AFRICA,CUST_5146,PROD_1014,146.45,3498.65,3
WH_AFRICA,CUST_5146,PROD_1073,147.95,3498.65,3
WH_AFRICA,CUST_5146,PROD_116,146.4,3498.65,3
WH_AFRICA,CUST_5146,PROD_191,146.95,3498.65,3
WH_AFRICA,CUST_5146,PROD_365,146.55,3498.65,3
WH_AFRICA,CUST_5146,PROD_403,147.25,3498.65,3
WH_AFRICA,CUST_5146,PROD_502,146.45,3498.65,3
WH_AFRICA,CUST_5146,PROD_565,146.65,3498.65,3
WH_AFRICA,CUST_5146,PROD_627,146.35,3498.65,3
WH_AFRICA,CUST_5146,PROD_957,148.95,3498.65,3
WH_AFRICA,CUST_5146,PROD_977,146.25,3498.65,3
WH_AFRICA,CUST_5654,PROD_1004,84.11,1902.74,2
WH_AFRICA,CUST_5654,PROD_1014,80.61,1902.74,2
WH_AFRICA,CUST_5654,PROD_1073,82.11,1902.74,2
WH_AFRICA,CUST_5654,PROD_116,80.56,1902.74,2
WH_AFRICA,CUST_5654,PROD_191,81.11,1902.74,2
WH_AFRICA,CUST_5654,PROD_365,80.71,1902.74,2
WH_AFRICA,CUST_5654,PROD_403,81.41,1902.74,2
WH_AFRICA,CUST_5654,PROD_502,80.61,1902.74,2
WH_AFRICA,CUST_5654,PROD_565,80.81,1902.74,2
WH_AFRICA,CUST_5654,PROD_627,80.51,1902.74,2
WH_AFRICA,CUST_5654,PROD_957,83.11,1902.74,2
WH_AFRICA,CUST_5654,PROD_977,80.41,1902.74,2
WH_AFRICA,CUST_5715,PROD_1004,84.04,1901.08,2
WH_AFRICA,CUST_5715,PROD_1014,80.54,1901.08,2
WH_AFRICA,CUST_5715,PROD_1073,82.04,1901.08,2
WH_AFRICA,CUST_5715,PROD_116,80.49,1901.08,2
WH_AFRICA,CUST_5715,PROD_191,81.04,1901.08,2
WH_AFRICA,CUST_5715,PROD_365,80.64,1901.08,2
WH_AFRICA,CUST_5715,PROD_403,81.34,1901.08,2
WH_AFRICA,CUST_5715,PROD_502,80.54,1901.08,2
WH_AFRICA,CUST_5715,PROD_565,80.74,1901.08,2
WH_AFRICA,CUST_5715,PROD_627,80.44,1901.08,2
WH_AFRICA,CUST_5715,PROD_957,83.04,1901.08,2
WH_AFRICA,CUST_5715,PROD_977,80.34,1901.08,2
WH_AFRICA,CUST_5803,PROD_1004,70.98,1574.53,2
WH_AFRICA,CUST_5803,PROD_1014,67.48,1574.53,2
WH_AFRICA,CUST_5803,PROD_1073,68.98,1574.53,2
WH_AFRICA,CUST_5803,PROD_116,67.43,1574.53,2
WH_AFRICA,CUST_5803,PROD_191,67.98,1574.53,2
WH_AFRICA,CUST_5803,PROD_365,67.58,1574.53,2
WH_AFRICA,CUST_5803,PROD_403,68.28,1574.53,2
WH_AFRICA,CUST_5803,PROD_502,67.48,1574.53,2
WH_AFRICA,CUST_5803,PROD_565,67.68,1574.53,2
WH_AFRICA,CUST_5803,PROD_627,67.38,1574.53,2
WH_AFRICA,CUST_5803,PROD_957,69.98,1574.53,2
WH_AFRICA,CUST_5803,PROD_977,67.28,1574.53,2
WH_AFRICA,CUST_5897,PROD_1004,73.79,1644.85,2
WH_AFRICA,CUST_5897,PROD_1014,70.29,1644.85,2
WH_AFRICA,CUST_5897,PROD_1073,71.79,1644.85,2
WH_AFRICA,CUST_5897,PROD_116,70.24,1644.85,2
WH_AFRICA,CUST_5897,PROD_191,70.79,1644.85,2
WH_AFRICA,CUST_5897,PROD_365,70.39,1644.85,2
WH_AFRICA,CUST_5897,PROD_403,71.09,1644.85,2
WH_AFRICA,CUST_5897,PROD_502,70.29,1644.85,2
WH_AFRICA,CUST_5897,PROD_565,70.49,1644.85,2
WH_AFRICA,CUST_5897,PROD_627,70.19,1644.85,2
WH_AFRICA,CUST_5897,PROD_957,72.79,1644.85,2
WH_AFRICA,CUST_5897,PROD_977,70.09,1644.85,2
WH_AFRICA,CUST_6050,PROD_1004,73.36,1633.95,2
WH_AFRICA,CUST_6050,PROD_1014,69.86,1633.95,2
WH_AFRICA,CUST_6050,PROD_1073,71.36,1633.95,2
WH_AFRICA,CUST_6050,PROD_116,69.81,1633.95,2
WH_AFRICA,CUST_6050,PROD_191,70.36,1633.95,2
WH_AFRICA,CUST_6050,PROD_365,69.96,1633.95,2
WH_AFRICA,CUST_6050,PROD_403,70.66,1633.95,2
WH_AFRICA,CUST_6050,PROD_502,69.86,1633.95,2
WH_AFRICA,CUST_6050,PROD_565,70.06,1633.95,2
WH_AFRICA,CUST_6050,PROD_627,69.76,1633.95,2
WH_AFRICA,CUST_6050,PROD_957,72.36,1633.95,2
WH_AFRICA,CUST_6050,PROD_977,69.66,1633.95,2
WH_AFRICA,CUST_6285,PROD_1004,70.64,1566.08,2
WH_AFRICA,CUST_6285,PROD_1014,67.14,1566.08,2
WH_AFRICA,CUST_6285,PROD_1073,68.64,1566.08,2
WH_AFRICA,CUST_6285,PROD_116,67.09,1566.08,2
WH_AFRICA,CUST_6285,PROD_191,67.64,1566.08,2
WH_AFRICA,CUST_6285,PROD_365,67.24,1566.08,2
WH_AFRICA,CUST_6285,PROD_403,67.94,1566.08,2
WH_AFRICA,CUST_6285,PROD_502,67.14,1566.08,2
WH_AFRICA,CUST_6285,PROD_565,67.34,1566.08,2
WH_AFRICA,CUST_6285,PROD_627,67.04,1566.08,2
WH_AFRICA,CUST_6285,PROD_957,69.64,1566.08,2
WH_AFRICA,CUST_6285,PROD_977,66.94,1566.08,2
WH_AFRICA,CUST_6316,PROD_1004,84.08,1902.05,2
WH_AFRICA,CUST_6316,PROD_1014,80.58,1902.05,2
WH_AFRICA,CUST_6316,PROD_1073,82.08,1902.05,2
WH_AFRICA,CUST_6316,PROD_116,80.53,1902.05,2
WH_AFRICA,CUST_6316,PROD_191,81.08,1902.05,2
WH_AFRICA,CUST_6316,PROD_365,80.68,1902.05,2
WH_AFRICA,CUST_6316,PROD_403,81.38,1902.05,2
WH_AFRICA,CUST_6316,PROD_502,80.58,1902.05,2
WH_AFRICA,CUST_6316,PROD_565,80.78,1902.05,2
WH_AFRICA,CUST_6316,PROD_627,80.48,1902.05,2
WH_AFRICA,CUST_6316,PROD_957,83.08,1902.05,2
WH_AFRICA,CUST_6316,PROD_977,80.38,1902.05,2
WH_AFRICA,CUST_6615,PROD_1004,76.41,1710.36,2
WH_AFRICA,CUST_6615,PROD_1014,72.91,1710.36,2
WH_AFRICA,CUST_6615,PROD_1073,74.41,1710.36,2
WH_AFRICA,CUST_6615,PROD_116,72.86,1710.36,2
WH_AFRICA,CUST_6615,PROD_191,73.41,1710.36,2
WH_AFRICA,CUST_6615,PROD_365,73.01,1710.36,2
WH_AFRICA,CUST_6615,PROD_403,73.71,1710.36,2
WH_AFRICA,CUST_6615,PROD_502,72.91,1710.36,2
WH_AFRICA,CUST_6615,PROD_565,73.11,1710.36,2
WH_AFRICA,CUST_6615,PROD_627,72.81,1710.36,2
WH_AFRICA,CUST_6615,PROD_957,75.41,1710.36,2
WH_AFRICA,CUST_6615,PROD_977,72.71,1710.36,2
WH_AFRICA,CUST_6660,PROD_1004,146.69,3417.28,3
WH_AFRICA,CUST_6660,PROD_1014,143.19,3417.28,3
WH_AFRICA,CUST_6660,PROD_1073,144.69,3417.28,3
WH_AFRICA,CUST_6660,PROD_116,143.14,3417.28,3
WH_AFRICA,CUST_6660,PROD_191,143.69,3417.28,3
WH_AFRICA,CUST_6660,PROD_365,143.29,3417.28,3
WH_AFRICA,CUST_6660,PROD_403,143.99,3417.28,3
WH_AFRICA,CUST_6660,PROD_502,143.19,3417.28,3
WH_AFRICA,CUST_6660,PROD_565,143.39,3417.28,3
WH_AFRICA,CUST_6660,PROD_627,143.09,3417.28,3
WH_AFRICA,CUST_6660,PROD_957,145.69,3417.28,3
WH_AFRICA,CUST_6660,PROD_977,142.99,3417.28,3
WH_AFRICA,CUST_6696,PROD_1004,34.23,705.8,1
WH_AFRICA,CUST_6696,PROD_1014,30.73,705.8,1
WH_AFRICA,CUST_6696,PROD_1073,32.23,705.8,1
WH_AFRICA,CUST_6696,PROD_116,30.68,705.8,1
WH_AFRICA,CUST_6696,PROD_191,31.23,705.8,1
WH_AFRICA,CUST_6696,PROD_365,30.83,705.8,1
WH_AFRICA,CUST_6696,PROD_403,31.53,705.8,1
WH_AFRICA,CUST_6696,PROD_502,30.73,705.8,1
WH_AFRICA,CUST_6696,PROD_565,30.93,705.8,1
WH_AFRICA,CUST_6696,PROD_627,30.63,705.8,1
WH_AFRICA,CUST_6696,PROD_957,33.23,705.8,1
WH_AFRICA,CUST_6696,PROD_977,30.53,705.8,1
WH_AFRICA,CUST_7631,PROD_1004,84.03,1900.83,2
WH_AFRICA,CUST_7631,PROD_1014,80.53,1900.83,2
WH_AFRICA,CUST_7631,PROD_1073,82.03,1900.83,2
WH_AFRICA,CUST_7631,PROD_116,80.48,1900.83,2
WH_AFRICA,CUST_7631,PROD_191,81.03,1900.83,2
WH_AFRICA,CUST_7631,PROD_365,80.63,1900.83,2
WH_AFRICA,CUST_7631,PROD_403,81.33,1900.83,2
WH_AFRICA,CUST_7631,PROD_502,80.53,1900.83,2
WH_AFRICA,CUST_7631,PROD_565,80.73,1900.83,2
WH_AFRICA,CUST_7631,PROD_627,80.43,1900.83,2
WH_AFRICA,CUST_7631,PROD_957,83.03,1900.83,2
WH_AFRICA,CUST_7631,PROD_977,80.33,1900.83,2
